name,images
"Mecca, Saudi Arabia","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fe9b5fc493db677c3a5a/images/932e0564bb313a30eb03ca270e29e30143ae874fb67689bb8b839a27709a614c.jpeg', 'source': 'britannica.com', 'title': 'Mecca | Definition, History, Pilgrimage, Population, Kaaba, City, & Facts |  Britannica', 'link': 'https://www.britannica.com/place/Mecca', 'original': 'https://cdn.britannica.com/20/153520-050-177A78E4/Kabah-hajj-pilgrims-Saudi-Arabia-Mecca.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fe9b5fc493db677c3a5a/images/932e0564bb313a30f646f405072b849697f5d062213fda3070ab0a422a5a2bbe.jpeg', 'source': 'en.wikipedia.org', 'title': 'Mecca - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Mecca', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/%D9%84%D9%82%D8%B7%D8%A9_%D9%85%D9%83%D8%A9_%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9.jpg/1200px-%D9%84%D9%82%D8%B7%D8%A9_%D9%85%D9%83%D8%A9_%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fe9b5fc493db677c3a5a/images/932e0564bb313a303b9d4300193296b4e52ad835df7d302f433d0d701fafb682.jpeg', 'source': 'britannica.com', 'title': 'Mecca | Definition, History, Pilgrimage, Population, Kaaba, City, & Facts |  Britannica', 'link': 'https://www.britannica.com/place/Mecca', 'original': 'https://cdn.britannica.com/11/189711-050-2EFCF158/view-Mecca-Saudi-Arabia.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fe9b5fc493db677c3a5a/images/932e0564bb313a300d07d60afe123d97354188f0987bc41c0ba814d312ea23a4.jpeg', 'source': 'atalayar.com', 'title': 'Saudi Arabia will only allow residents of the country to make a pilgrimage  to Mecca | Atalayar - Las claves del mundo en tus manos', 'link': 'https://atalayar.com/en/content/saudi-arabia-will-only-allow-residents-country-make-pilgrimage-mecca', 'original': 'https://atalayar.com/sites/default/files/styles/foto_/public/noticias/Atalayar_Hach%20La%20Meca%20Musulmanes%20Arabia%20Saud%C3%AD.jpg?itok=OGVIdLG_', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fe9b5fc493db677c3a5a/images/932e0564bb313a30874e9d1915355c8d8efea02ccc17317034139ffa88182a53.jpeg', 'source': 'sacredland.org', 'title': 'Mecca – Saudi Arabia – Sacred Land', 'link': 'https://sacredland.org/mecca-saudi-arabia/', 'original': 'https://sacredland.org/wp-content/uploads/2017/07/Mecca.jpg', 'is_product': False}]"

"Prague, Czech Republic","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fe9ec56d931e2b21deda/images/1cf3a6c603a4a87f58de248e6db7b047a3466a50ffb56e943818574f3bc448b8.jpeg', 'source': 'neverendingfootsteps.com', 'title': '15 Wonderful Things to Do in Prague, Czech Republic – Never Ending Footsteps', 'link': 'https://www.neverendingfootsteps.com/things-to-do-prague-czechia/', 'original': 'https://www.neverendingfootsteps.com/wp-content/uploads/2021/08/Old-Town-Square-in-Prague.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fe9ec56d931e2b21deda/images/1cf3a6c603a4a87f3ed7bf72ed05c8710725085218644f0df802c8c6ab923f57.jpeg', 'source': 'earthtrekkers.com', 'title': '13 Must-Have Experiences in Prague, Czech Republic – Czech Republic – Earth  Trekkers', 'link': 'https://www.earthtrekkers.com/best-things-to-do-prague-czech-republic/', 'original': 'https://s27363.pcdn.co/wp-content/uploads/2017/11/Tyn-Church.jpg.optimal.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fe9ec56d931e2b21deda/images/1cf3a6c603a4a87ff53d91ba560a6b5bb03f3b483fd5b67ebcb90a504256971b.jpeg', 'source': 'hotels.com', 'title': '10 Best Things to Do in Prague - What is Prague Most Famous For? – Go Guides', 'link': 'https://www.hotels.com/go/czech-republic/things-to-do-prague', 'original': 'https://a.cdn-hotels.com/gdcs/production76/d1135/21203dce-feeb-40f3-8c93-fc1a98f7549a.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fe9ec56d931e2b21deda/images/1cf3a6c603a4a87f2ebfc289ff0bb4fea441e964b8dd1b17f60efb3b506f7e03.jpeg', 'source': 'ipebla.org', 'title': 'IPEBLA - About Prague, Czech Republic', 'link': 'http://www.ipebla.org/page-1803239', 'original': 'http://www.ipebla.org/resources/Pictures/Prague.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fe9ec56d931e2b21deda/images/1cf3a6c603a4a87f849da118f27377ee31043f467b7f05b295e8e7e373bb972b.jpeg', 'source': 'uceap.universityofcalifornia.edu', 'title': 'Life in Prague, Czech Republic | UCEAP', 'link': 'https://uceap.universityofcalifornia.edu/study-abroad-in-czech-republic/life-in-prague-czech-republic', 'original': 'https://uceap.universityofcalifornia.edu/sites/default/files/marketing-images/life-in-city-images/prague-czech-republic-glance.jpg', 'is_product': False}]"

"Seoul, South Korea","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fea2272aa519a9e0fcec/images/3b52925974a27c46ee05e2e33b931ee9a767c20864f814a9cc289f726b4ff2ce.jpeg', 'source': 'travelpulse.com', 'title': 'Seoul, South Korea - Travel Guide and Latest News | TravelPulse', 'link': 'https://www.travelpulse.com/destinations/asia/south-korea/seoul.html', 'original': 'https://cdn.travelpulse.com/images/68abedf4-a957-df11-b491-006073e71405/c9f096e0-83c2-4c7c-b460-66c3e1d752d7/630x355.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fea2272aa519a9e0fcec/images/3b52925974a27c46381299db46aed33fc26ddec66b7c41228ee2cb4e3d82f3e3.jpeg', 'source': 'travelawaits.com', 'title': '7 Beautiful Places In Seoul, South Korea | TravelAwaits', 'link': 'https://www.travelawaits.com/2482915/beautiful-places-seoul-south-korea/', 'original': 'https://upload.travelawaits.com/ta/uploads/2021/04/fcf6bb1ba5b6ccf979f1932366f5cfcf6bb-scaled.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fea2272aa519a9e0fcec/images/3b52925974a27c462db7e8cafa614194a5e20312a1b839f87246200dceb26258.jpeg', 'source': 'britannica.com', 'title': 'Seoul | History, Population, Climate, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Seoul', 'original': 'https://cdn.britannica.com/57/75757-050-122EC2ED/Changgyong-Palace-background-Seoul.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fea2272aa519a9e0fcec/images/3b52925974a27c461572256ca0509c57a047a199747e74c48d5649e9dc05f9cf.jpeg', 'source': 'thoughtco.com', 'title': ""South Korea's Capital City of Seoul"", 'link': 'https://www.thoughtco.com/facts-about-seoul-south-korea-1435519', 'original': 'https://www.thoughtco.com/thmb/I4Ez8sfyhdsZ62KLdNCkCVOJeaE=/2119x1415/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-902452584-5c534c1b46e0fb0001c07a30.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fea2272aa519a9e0fcec/images/3b52925974a27c46b01da3eaf37c989d3106b0697507dfa4d85af08d47a6025d.jpeg', 'source': 'uceap.universityofcalifornia.edu', 'title': 'Life in Seoul, South Korea | UCEAP', 'link': 'https://uceap.universityofcalifornia.edu/study-abroad-in-south-korea/life-in-seoul-south-korea', 'original': 'https://uceap.universityofcalifornia.edu/sites/default/files/marketing-images/life-in-city-images/seoul-korea-glance.jpg', 'is_product': False}]"

"Guangzhou, China","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fea5af63040838b49055/images/0ee96434df0060e1701904dfadb127e74fea2386a0b67521c8564fe1bcbee94b.jpeg', 'source': 'en.wikipedia.org', 'title': 'Guangzhou - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Guangzhou', 'original': 'https://upload.wikimedia.org/wikipedia/commons/9/93/Guangzhou_Twin_Towers.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fea5af63040838b49055/images/0ee96434df0060e14fca8d2c104580b26bdac04091a1507a29fd99e5a6498aab.jpeg', 'source': 'tripsavvy.com', 'title': 'Best Things to Do in Guangzhou, China', 'link': 'https://www.tripsavvy.com/best-things-to-do-in-guangzhou-china-4767427', 'original': 'https://www.tripsavvy.com/thmb/orpt6zZKdJLlgF5upJw4pEA-d34=/2119x1415/filters:fill(auto,1)/night-view-of-guangzhou-956095614-02914cb9e8324c49be6421560ba5ffed.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fea5af63040838b49055/images/0ee96434df0060e17e226feef979404f9a5214d8ca0d90303edfa6571821093c.jpeg', 'source': 'britannica.com', 'title': 'Guangzhou | History, Population, Climate, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Guangzhou', 'original': 'https://cdn.britannica.com/30/100330-050-4DC5A9E6/Guangzhou-Central-business-district-Guangdong-China.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fea5af63040838b49055/images/0ee96434df0060e18384ce16090d1efdda10f4275130c6450ea2ae6c47408f8f.jpeg', 'source': 'tripadvisor.com', 'title': 'Guangzhou, China 2022: Best Places to Visit - Tripadvisor', 'link': 'https://www.tripadvisor.com/Tourism-g298555-Guangzhou_Guangdong-Vacations.html', 'original': 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fd/6b/guangzhou.jpg?w=700&h=500&s=1', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fea5af63040838b49055/images/0ee96434df0060e164620d5e01343ecc97021828ec9db4946cb2344514a8386f.jpeg', 'source': 'arrivalguides.com', 'title': 'Guangzhou - The City', 'link': 'https://www.arrivalguides.com/en/Travelguides/Asia/China/Guangzhou/thecity', 'original': 'https://image.arrivalguides.com/700x400/04/4f5a144d4db141820f75c33f4abfc5e7.jpg', 'is_product': False}]"

"Osaka, Japan","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fea7c56d931d9896f70a/images/c5ca05cb20803f7de39b7ee7e3cffbaa506c9b2f893c8a6f2a1d1eea927988f9.jpeg', 'source': 'boutiquejapan.com', 'title': 'A Guide to Visiting Osaka, Japan - Boutique Japan', 'link': 'https://boutiquejapan.com/places-we-love-osaka/', 'original': 'https://boutiquejapan.com/wp-content/uploads/2020/09/Shinsekai-Osaka-Japan-scaled.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fea7c56d931d9896f70a/images/c5ca05cb20803f7db9336c8d55f3d1638a7e7c581f7df1a02bcd41b5a33a2c4f.jpeg', 'source': 'japan-guide.com', 'title': 'Osaka Travel Guide - What to do in Osaka City', 'link': 'https://www.japan-guide.com/e/e2157.html', 'original': 'https://www.japan-guide.com/thumb/XYZeXYZe2157_1680.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fea7c56d931d9896f70a/images/c5ca05cb20803f7df19ca905717f0aed905926800a51a91f596883fe7fdc3afc.jpeg', 'source': 'top.his-usa.com', 'title': 'OSAKA - Things to see, things to eat, what to buy, things to do, and things  to know', 'link': 'https://top.his-usa.com/destination-japan/osaka/index.html', 'original': 'https://top.his-usa.com/destination-japan/up_img/top/fs_1454115471_0.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fea7c56d931d9896f70a/images/c5ca05cb20803f7d9744f263fed5794b6330a3ff18ea0591548133281957dc74.jpeg', 'source': 'cnn.com', 'title': 'Osaka, Japan: 10 reasons to visit from food to shopping | CNN Travel', 'link': 'https://www.cnn.com/travel/article/osaka-japan-reasons-visit/index.html', 'original': 'https://cdn.cnn.com/cnnnext/dam/assets/170313121409-osaka-street-scene-super-169.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fea7c56d931d9896f70a/images/c5ca05cb20803f7d2ad2ac5d126e22cab78f58ee5122d5e196ad61930e401e58.jpeg', 'source': 'livejapan.com', 'title': 'Osaka VS Tokyo: Which Japanese City Is Worth Visiting First? | LIVE JAPAN  travel guide', 'link': 'https://livejapan.com/en/article-a0004331/', 'original': 'https://rimage.gnst.jp/livejapan.com/public/article/detail/a/00/04/a0004331/img/basic/a0004331_main.jpg?20200514122017&q=80&rw=750&rh=536', 'is_product': False}]"

"Medina, Saudi Arabia","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fead116a5525762669a8/images/fdace1d62674ee41c298de9c2964f1e73f7a0561463a97741f60cffdea247d37.jpeg', 'source': 'britannica.com', 'title': 'Medina | Meaning, History, Population, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Medina-Saudi-Arabia', 'original': 'https://cdn.britannica.com/89/189689-050-A2B41327/tomb-Prophets-Mosque-dome-Medina-Saudi-Arabia.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fead116a5525762669a8/images/fdace1d62674ee41f1dfe79995adc0228f1cc54e8e0a9b7c1e755202566079e5.jpeg', 'source': 'britannica.com', 'title': 'Medina | Meaning, History, Population, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Medina-Saudi-Arabia', 'original': 'https://cdn.britannica.com/86/77986-050-ADB6ED09/site-Prophets-Mosque-Medina-Saudi-Arabia-Mecca.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fead116a5525762669a8/images/fdace1d62674ee4153465e9c996c9cab1def3732480d34ff9759d7552351311a.jpeg', 'source': 'tripadvisor.com', 'title': 'Medina, Saudi Arabia 2022: Best Places to Visit - Tripadvisor', 'link': 'https://www.tripadvisor.com/Tourism-g298551-Medina_Al_Madinah_Province-Vacations.html', 'original': 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/60/b1/42/medina.jpg?w=700&h=500&s=1', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fead116a5525762669a8/images/fdace1d62674ee41931762dea06db495e1daa6a28b8d999d06fca33f12097807.jpeg', 'source': 'en.wikipedia.org', 'title': 'Medina - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Medina', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Medina_Al_Munawwarah_collage.jpg/1200px-Medina_Al_Munawwarah_collage.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fead116a5525762669a8/images/fdace1d62674ee41936f54dd21def3078d4157fda77fe539073fa3fc8a5e21f1.jpeg', 'source': 'trip101.com', 'title': '10 Best Things To Do In Medina, Saudi Arabia | Trip101', 'link': 'https://trip101.com/article/things-to-do-in-medina', 'original': 'https://static.trip101.com/paragraph_media/pictures/002/348/249/large/800px-_____________________-________________.jpg?1610081185', 'is_product': False}]"

"Amsterdam, Netherlands","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311feb036e6a9516dce20f2/images/891caa6546cd2650ac41a76e8187f559d388172a5e83c3a815b6a04aaccf2daf.jpeg', 'source': 'britannica.com', 'title': 'Amsterdam | History, Population, Climate, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Amsterdam', 'original': 'https://cdn.britannica.com/30/180130-138-4FC01CDD/Overview-Amsterdam.jpg?w=800&h=450&c=crop', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311feb036e6a9516dce20f2/images/891caa6546cd2650c4a2bd0849906b7e2a4bad2cacf405d43729a8f7468123b6.jpeg', 'source': 'holland.com', 'title': 'Amsterdam - Holland.com', 'link': 'https://www.holland.com/global/tourism/destinations/amsterdam.htm', 'original': 'https://www.holland.com/upload_mm/2/3/6/75601_fullimage_aerial%20view%20of%20downtown%20amsterdam%2C%20the%20netherlands%20during%20a%20dramatic%20beautiful%20sunset%20foto%20repistu%20via%20istock.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311feb036e6a9516dce20f2/images/891caa6546cd2650d6fe9de3be7a2efb155329d63930c0dafef3aed59b49e51e.jpeg', 'source': 'en.wikipedia.org', 'title': 'Amsterdam - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Amsterdam', 'original': 'https://upload.wikimedia.org/wikipedia/commons/b/be/KeizersgrachtReguliersgrachtAmsterdam.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311feb036e6a9516dce20f2/images/891caa6546cd2650aa1d51d6199f7a7a4797b9763fbc669afde55e5df7b48605.jpeg', 'source': 'audleytravel.com', 'title': 'Visit Amsterdam on a trip to The Netherlands | Audley Travel', 'link': 'https://www.audleytravel.com/netherlands/places-to-go/amsterdam', 'original': 'https://cdn.audleytravel.com/4861/3472/79/15985267-amsterdam-canal-in-the-autumn.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311feb036e6a9516dce20f2/images/891caa6546cd2650f347011fc7d889966165a6591f947d8ea77f60e5a333d14d.jpeg', 'source': 'netherlands-tourism.com', 'title': '50 Best Things to Do in Amsterdam - Netherlands Tourism', 'link': 'https://www.netherlands-tourism.com/things-amsterdam-ultimate-top-50/', 'original': 'https://www.netherlands-tourism.com/wp-content/uploads/2014/11/ccimage-shutterstock_1197310513.jpg', 'is_product': False}]"

"Denpasar, Indonesia","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311feb2ca968f9db5157800/images/6cbd35bcc1588005519549d6c4f33311aebcb86c2eb9ca4bb77e0bc95a700593.jpeg', 'source': 'indonesia.travel', 'title': 'What to see in Denpasar? Get the update now - Indonesia.Travel - Indonesia  Travel', 'link': 'https://www.indonesia.travel/gb/en/destinations/bali-nusa-tenggara/denpasar', 'original': 'https://www.indonesia.travel/content/dam/indtravelrevamp/en/destinations/revision-2019/all-revision-destination/bali-nusa-tenggara/Denpasar.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311feb2ca968f9db5157800/images/6cbd35bcc1588005158d16111dfe5bf5ed76430f511b8e3e1d6626748e543278.jpeg', 'source': 'indonesia.travel', 'title': 'What to see in Denpasar? Get the update now - Indonesia.Travel - Indonesia  Travel', 'link': 'https://www.indonesia.travel/gb/en/destinations/bali-nusa-tenggara/denpasar', 'original': 'https://www.indonesia.travel/content/dam/indtravelrevamp/en/destinations/bali-nusa-tenggara/bali/denpasar/denpasar1.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311feb2ca968f9db5157800/images/6cbd35bcc15880051ffddbeb6af887c3bf5b665cbdfee6d0001f689fc0ef31ad.jpeg', 'source': 'en.wikipedia.org', 'title': 'Denpasar - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Denpasar', 'original': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Denpasar_Montage.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311feb2ca968f9db5157800/images/6cbd35bcc1588005231445ab0cd9b1e221a8187889abdcef031ea632a2a31286.jpeg', 'source': 'hotels.com', 'title': '16 Best Things to Do in Denpasar - What is Denpasar Most Famous For? – Go  Guides', 'link': 'https://www.hotels.com/go/indonesia/best-denpasar-things-to-do', 'original': 'https://a.cdn-hotels.com/gdcs/production148/d1329/e2125583-a97a-450a-a166-018e76d81c68.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311feb2ca968f9db5157800/images/6cbd35bcc1588005a69d78b1215c55d12da48126c8ff49adf4259570c3ba9289.jpeg', 'source': 'en.wikivoyage.org', 'title': 'Denpasar – Travel guide at Wikivoyage', 'link': 'https://en.wikivoyage.org/wiki/Denpasar', 'original': 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Denpasar%2C_Bali.jpg', 'is_product': False}]"

"Miami, Florida","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311feb5e0ded437ae403771/images/378f81f62999074862803d9a71fa733d84a1283bc2226a8c38d6744048e9567d.jpeg', 'source': 'nationalgeographic.com', 'title': 'Top 10 Things to Do in Miami, Florida', 'link': 'https://www.nationalgeographic.com/travel/article/top-activities-things-to-do-111', 'original': 'https://i.natgeofe.com/n/5de6e34a-d550-4358-b7ef-4d79a09c680e/aerial-beach-miami-florida_16x9.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311feb5e0ded437ae403771/images/378f81f629990748abe4cc69d3c03a3e4fae5db9cde435d6078a532293617067.jpeg', 'source': 'inspiredbymaps.com', 'title': '30 Fun Things To Do In Miami Florida - The Magic City!', 'link': 'https://inspiredbymaps.com/top-ten-miami-florida/', 'original': 'https://inspiredbymaps.com/wp-content/uploads/2017/10/Things-To-Do-In-Miami-1024x683.jpeg.webp', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311feb5e0ded437ae403771/images/378f81f62999074897c16d8319a507e85399fe411d7b889d2572ea2e9a936afd.jpeg', 'source': 'worldatlas.com', 'title': 'Miami Beach, Florida - WorldAtlas', 'link': 'https://www.worldatlas.com/cities/miami-beach-florida.html', 'original': 'https://www.worldatlas.com/upload/df/29/12/shutterstock-490898872.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311feb5e0ded437ae403771/images/378f81f629990748ad3ba2a2c2513ffc3aca1d3a5e258775e29073ebe9b3cfc0.jpeg', 'source': 'livebeaches.com', 'title': 'Map of South Beach Miami, Florida - Live Beaches', 'link': 'https://www.livebeaches.com/beaches/south-beach-miami-florida/map-of-south-beach-miami-florida/', 'original': 'https://www.livebeaches.com/wp-content/uploads/2018/05/florida-south-beach-miami-map-680x480.png', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311feb5e0ded437ae403771/images/378f81f629990748c4152e3f69c11c260e6209ce8320045cebb4572cb29a0464.jpeg', 'source': 'treksplorer.com', 'title': 'Where to Stay in Miami, Florida: The BEST Hotels & Areas', 'link': 'https://www.treksplorer.com/where-to-stay-in-miami-fl-usa/', 'original': 'https://www.treksplorer.com/wp-content/uploads/where-to-stay-in-miami-fl-usa.jpg', 'is_product': False}]"

"Ho Chi Minh City (Saigon), Vietnam","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311febb0574f51a1dd5284c/images/91ea0760150d1200d1f0ed4b4806aec8b7358e612d4fe544e7fed824a4224087.jpeg', 'source': 'theculturetrip.com', 'title': ""Ho Chi Minh City v Saigon: Why Vietnam's Biggest City Has Two Names"", 'link': 'https://theculturetrip.com/asia/vietnam/articles/ho-chi-minh-city-vs-saigon-whats-in-a-name/', 'original': 'https://theculturetrip.com/wp-content/uploads/2017/01/hcmc.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311febb0574f51a1dd5284c/images/91ea0760150d120002004d66ec5dd7800ed30349aa15a41ee6347a8049ee8e28.jpeg', 'source': 'independent.co.uk', 'title': '10 things to do in Ho Chi Minh City | The Independent | The Independent', 'link': 'https://www.independent.co.uk/travel/asia/ho-chi-minh-city-things-to-do-saigon-vietnam-skydeck-ban-thanh-district-one-cu-chi-tunnels-a7859681.html', 'original': 'https://static.independent.co.uk/s3fs-public/thumbnails/image/2017/07/25/16/ho-chi-minh-skyline.jpg?quality=75&width=982&height=726&auto=webp', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311febb0574f51a1dd5284c/images/91ea0760150d1200ea55ca95bd89c196bf839a7e9dfe427e271382314f1cc707.jpeg', 'source': 'tripsavvy.com', 'title': 'The Best Time to Visit Ho Chi Minh City', 'link': 'https://www.tripsavvy.com/best-time-to-visit-ho-chi-minh-city-5075588', 'original': 'https://www.tripsavvy.com/thmb/XJTwMSiY9cvOL7J7vT6Lf06koF8=/5168x2907/smart/filters:no_upscale()/ho-chi-minh-city-sunset-07d2ad67791b4b8fb92e590d8bf2b1fc.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311febb0574f51a1dd5284c/images/91ea0760150d1200fe83c05226c8cc3214ab349050e173579398166682b1101c.jpeg', 'source': 'vietnam.travel', 'title': 'Ho Chi Minh City | Vietnam Tourism', 'link': 'https://vietnam.travel/places-to-go/southern-vietnam/ho-chi-minh-city', 'original': 'https://vietnam.travel/sites/default/files/styles/top_banner/public/2017-07/vietnam-tourism-4.jpg?itok=pn9rKMK7', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311febb0574f51a1dd5284c/images/91ea0760150d12005605157910cf2cf96e578f3497094d1f15d74a98ccb93c56.jpeg', 'source': 'hotels.com', 'title': 'Ho Chi Minh City - What you need to know before you go – Go Guides', 'link': 'https://www.hotels.com/go/vietnam/ho-chi-minh', 'original': 'https://a.cdn-hotels.com/gdcs/production88/d1144/1165791f-ac3a-4956-88c2-3877e2aa0154.jpg?impolicy=fcrop&w=800&h=533&q=medium', 'is_product': False}]"

"Chennai, India","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311febfa74fe0982df877ea/images/99ff89530c56e4b123ef52312fce99330b30dd529b469ae4d01e7d5fa545726f.jpeg', 'source': 'britannica.com', 'title': 'Chennai | History, Population, Temples, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Chennai', 'original': 'https://cdn.britannica.com/13/100813-050-708D93FE/Kapaleeswarar-temple-Hindu-Mylapore-Chennai-India-Tamil.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311febfa74fe0982df877ea/images/99ff89530c56e4b1437c8bf172657edaa30cd88280d5c7c7960bc80c8ae380f5.jpeg', 'source': 'trip101.com', 'title': '10 Best Things To Do In Chennai (Madras), India - Updated | Trip101', 'link': 'https://trip101.com/article/best-things-to-do-chennai-india', 'original': 'https://static.trip101.com/paragraph_media/pictures/000/149/270/large/Marina-Beach.jpg?1494921070', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311febfa74fe0982df877ea/images/99ff89530c56e4b1a578a485820bced326b4dba716cfed6cc2dc69e4fbb4914a.jpeg', 'source': 'suitcasemag.com', 'title': 'Chennai, India | SUITCASE Magazine', 'link': 'https://suitcasemag.com/articles/destination-inspiration-chennai-india', 'original': 'https://assets.suitcasemag.com/images/hero_mobile/149444-chennai-temple.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311febfa74fe0982df877ea/images/99ff89530c56e4b155940d11991c6a2be39e9b7fae8cd3c96575708053c8283f.jpeg', 'source': 'lonelyplanet.com', 'title': 'Chennai (Madras) travel - Lonely Planet | India, Asia', 'link': 'https://www.lonelyplanet.com/india/tamil-nadu/chennai-madras', 'original': 'https://lp-cms-production.imgix.net/2019-06/f142b3016a4a4bb7bb7c20b1aa38a7c6-chennai-madras.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311febfa74fe0982df877ea/images/99ff89530c56e4b1fecf737bd985a181c834a39e1fe59c3f83360fcc72a9223a.jpeg', 'source': 'blog.goway.com', 'title': 'The Allure of the South on India Tours | Goway Travel', 'link': 'https://blog.goway.com/globetrotting/the-allure-of-the-south-on-india-tours/', 'original': 'https://blog.goway.com/globetrotting/wp-content/uploads/2019/04/Colourful-gopura-in-the-Hindu-Kapaleeshwarar-Temple-Chennai-Tamil-Nadu-India-_510248776.jpg', 'is_product': False}]"

